;;;;;;;;;;;;;;;;;;;;;;;;;;;ZSCM015;ZSCM015;ZSCM015;ZSCM104;ZSCM104;ZSCM104;;0;Customer FCST;Customer FCST;Customer FCST;;;;;;;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;;;;;;;;;;
316L;1.4404;0.35;;-0.022;0.01;N12225;-0.3;0.3;250;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;0.35;;-0.022;0.01;N12225;-0.3;0.3;250;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;2R;;18701;44488;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;36;;18;;;0;0;0;0;0;0;0;0;54;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;0.35;;-0.02;0.02;N14025;-0.3;0.3;388;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;90;;;;0;0;0;0;0;0;0;0;90;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.35;;-0.022;0.01;N2866;-0.3;0.3;250;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;;141074;122230;136746;135912;102377;154000;70000;200000;80000;0;0;0;;;;#REF!;0;180000;142000;95000;98491;126;108;108;;;0;0;0;0;0;0;0;0;342;0;;x;;x;;EU/ no ACX;James;Pano
;;;;;;;;;;;;;0;;;;;362113;395574;307871;353075;276692;436000;176000;434000;158000;0;0;0;;;;#REF!;0;352000;282000;165000;241074;324;198;308;54;0;0;324;0;0;198;308;0;54;0;826.05;57.95;;;;;;;
316L;1.4404;0.378;N0250A;-0.018;0.018;N0250A;-0.3;0.3;250;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;2226;5901;3510;7116;4181;8150;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.378;;-0.018;0.018;N12880;-0.5;0.5;750;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;5940;0;0;3667;0;3500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;36;0;36;0;0;0;-72;113.54;-41.54;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.378;;-0.018;0.018;N13856;-0.3;0.3;333;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;2948;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.378;;-0.018;0.018;N15735;0;0.12;26;Slit;TL;N;0;Amari Metals s.r.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.378;;-0.018;0.018;N3750A;-0.3;0.3;125;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;3000;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.378;;-0.018;0.018;N6325A;-0.3;0.3;375;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;0;5327;0;0;0;3750;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.378;;-0.018;0.018;N7586C;-0.3;0.3;500;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;7113;0;10718;3575;0;7500;15000;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.378;;-0.018;0.018;N9112A;-0.5;0.5;625;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;3970;0;8393;10121;3500;3500;0;0;0;0;0;;;;#REF!;0;;;;;0;36;;;;0;0;0;0;0;0;0;0;36;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
;;;;;;;;;;;;;0;;;;;9339;21759;19555;19084;17969;19150;25750;0;0;0;0;0;;;;#REF!;0;;;;;36;36;0;0;0;0;0;36;0;36;0;0;0;0;113.54;-41.54;;;;;;;
316L;1.4404;0.4;N13218 (ZM3/ZM4);0;0.03;N13218;-0.2;0.8;750;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;36;0;0;0;0;0;-18;58.48;-22.48;x;;X;;;Sophie;Erika
316L;1.4404;0.4;;0;0.03;N13295;-0.1;0.5;250;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.4;;0;0.03;N13836;-0.2;0.8;550;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.4;;0;0.03;N8394;-0.1;0.5;450;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;36;0;0;0;0;0;0;36;0;0;0;0;0;0;58.48;-22.48;;;;;;;
316L;1.4404;0.4;N14004 (ZM3/ZM4);-0.024;0;N14004;-0.3;0;139;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.4;;-0.024;0;N8614 TBA;;;1270;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;0;0;0;0;0;0;0;16000;16000;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.4;;-0.024;0;N3420A;-0.3;0;282;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;22876;0;0;14105;15918;8000;10000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.4;;-0.024;0;N6933;-0.3;0;326;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;2756;0;0;7671;8057;10000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.4;;-0.024;0;N8202;-0.3;0;397;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;8709;26093;33964;40068;17108;62000;38000;0;0;0;0;0;;;;#REF!;0;;;;;54;;36;36;;0;0;54;0;0;36;0;36;0;93.1;32.9;x;;x;X;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;34341;26093;33964;61844;41083;80000;48000;16000;16000;0;0;0;;;;#REF!;0;;;;;54;0;36;36;0;0;0;54;0;0;36;0;36;0;93.1;32.9;;;;;;;
316L;1.4404;0.4;N6824;-0.025;0.025;N12971;0;0.3;51.7;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.4;;-0.025;0.025;N12986;0;0.6;287;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;5287;1545;0;2381;0;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.4;;-0.025;0.025;N12988;0;0.6;352;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;4993;1862;0;0;1876;0;2000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.4;;-0.025;0.025;N14656;0;0.25;65.7;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.4;;-0.025;0.025;N6198;0;0.5;384;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;2039;2054;0;2000;0;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.4;;-0.025;0.025;N6831;0;0.5;600;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;1500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.4;;-0.025;0.025;N7532;0;0.25;98;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;4474;0;2000;0;4000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.4;;-0.025;0.025;N17083;0;0.6;378;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;4172;0;0;0;2500;4000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.4;;-0.025;0.025;N17192;0;0.6;277;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;2500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;X;;;;;Dejan;Judith
316L;1.4404;0.4;;-0.025;0.025;N6824;0;0.6;500;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;2672;2680;0;2610;0;0;4000;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;18;0;0;0;0;19.29;-1.29;X;;;;;Dejan;Judith
;;;;;;;;;;;;;0;;;;;14991;12313;0;11465;1876;12500;10000;4000;0;0;0;0;;;;#REF!;0;;;;;0;18;0;0;0;0;0;0;0;18;0;0;0;0;19.29;-1.29;;;;;;;
316L;1.4404;0.4;N12732A (50%);-0.024;0;N12732A;-0.05;0.05;30.15;Slit;SKP/TL;N;FERROBAND STAHLHANDELSGES. MBH;Stalbud HLS Sp.z.o.o.;Y;;;0;14400;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Patrick;Manfred
316L;1.4404;0.4;;-0.04;0;N15203;0;2;1250;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;18;;;0;0;0;0;0;18;0;0;0;19.64;-1.64;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.04;0;N17574;;;543;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;Y;;;0;0;0;4225;2547;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.024;0;N16814;0;2;1250;Slit;SKP/TL;N;0;PALMER-BLECHE GMBH & CO. KG;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.4;;-0.045;0;N16843;0;1;385;Slit;SKP/TL;Y;Tranter International AB;Tranter International AB;Y;;;2912;2983;3971;3907;0;3000;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Sophia
;;;;;;;;;;;;;0;;;;;2912;17383;3971;8132;2547;3000;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;0;18;0;0;0;0;0;0;0;18;0;0;0;19.64;-1.64;;;;;;;
316L;1.4404;0.4;N16009;-0.03;0.01;N13994;-0.075;0.075;22.6;Slit;SKP/TL;N;0;NDB LOGISTICA;;;;7764;12868;0;0;10913;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.022;0.01;N16009;0;0.17;241;Slit;SKP/TL;N;0;Arcflex;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.4;;-0.022;0.01;N16010;0;0.4;320.8;Slit;SKP/TL;N;0;Arcflex;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.4;;-0.03;0.01;N7500;-0.075;0.075;30.4;Slit;SKP/TL;N;0;NDB LOGISTICA;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.03;0.01;N7500;-0.075;0.075;30.4;Slit;SKP/TL;N;0;Zoppas Industries Romania S.R.L;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
;;;;;;;;;;;;;0;;;;;7764;12868;0;0;10913;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.4;N15097 (50%);-0.02;0.02;N11983;-0.15;0.15;145;Slit;SKP/TL;Y;CIPRIANI PHE Srl;CIPRIANI PHE Srl;;;;2203;4144;0;4367;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;X;;;Sophie;Judith
316L;1.4404;0.4;;-0.02;0.02;N11984;-0.15;0.15;245;Slit;SKP/TL;Y;CIPRIANI PHE Srl;CIPRIANI PHE Srl;;;;3618;3425;3394;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;X;;;Sophie;Judith
316L;1.4404;0.4;;-0.02;0.02;N12490;-0.15;0.15;428;Slit;SKP/TL;Y;CIPRIANI PHE Srl;CIPRIANI PHE Srl;;;;2845;3909;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;X;;;Sophie;Judith
316L;1.4404;0.4;;-0.04;0.04;N12653;-0.5;0.5;914;Slit;SKP/TL;N;0;Insu-W-Rapid BV;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Dejan;Livio
316L;1.4404;0.4;;-0.025;0.025;N12710;0;0.25;114;Slit;SKP/TL;N;J.C. Koenig Stiftung & Co. KG;J.C. Koenig Stiftung & Co. KG;;;;0;8183;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Patrick;Adrian
316L;1.4404;0.4;;-0.025;0.025;N14084;0;0.4;350;Slit;SKP/TL;N;Flex Academy Doo;Flex Academy Doo;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Sophie;Erika
316L;1.4404;0.4;;-0.02;0.02;N14673;-0.15;0.15;320;Slit;SKP/TL;Y;CIPRIANI PHE Srl;CIPRIANI PHE Srl;;;;4281;1054;2750;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;X;;;Sophie;Judith
316L;1.4404;0.4;;-0.018;0.018;N15097;0;0.4;286;Slit;SKP/TL;N;Flex Academy Doo;Flex Academy Doo;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;36;0;54;-90;36.68;53.32;X;;;;EU;Sophie;Erika
316L;1.4404;0.4;;-0.03;0.03;N15134;-0.25;0.25;315;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;11061;0;11616;0;11711;0;15000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.4;;-0.03;0.03;N16074;-0.25;0.25;665;Slit;SKP/TL;N;Funke Waermeaustauscher;TAD INOX Service GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.4;;-0.025;0.025;N16727;0;0.6;284.5;Slit;SKP/TL;N;Solar Metal Flex GmbH;SOLAR Metal Flex San. ve Tic. Ltd.;;;;0;0;1962;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Adrian
316L;1.4404;0.4;;-0.025;0.025;N16728;0;0.6;349.5;Slit;SKP/TL;N;0;SOLAR Metal Flex San. ve Tic. Ltd.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Adrian
316L;1.4404;0.4;;-0.02;0.02;N4119;-40;20;1270;Mill;SKP/TL;N;Norder Band AG;Norder Band AG.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;X;EU;Sophie;Margarita
316L;1.4404;0.4;;-0.025;0.025;N4666;-0.05;0.05;22.5;Slit;SKP/TL;N;BACKER BHV AB;BACKER BHV AB;;;;2834;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie ;Erika
316L;1.4404;0.4;;-0.02;0.04;N4913;0;0.3;198;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;4738;1783;4790;3500;7000;3500;4000;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.035;0.04;N5334A;-0.25;0.25;250;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;0;3590;0;0;0;0;4000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.4;;-0.02;0.04;N6864A;-0.6;0;266;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;12471;0;18621;16000;9000;9000;9000;0;0;0;;;;#REF!;0;;;;;0;;18;54;;0;0;0;0;0;0;0;0;72;0;;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.02;0.04;N6935;-0.6;0;317.8;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;6852;2476;8042;0;5000;12500;4500;0;4500;0;;;;#REF!;0;;;;;0;;18;;;0;0;0;0;0;0;0;0;18;0;;X;;;;;Sophie;Judith
316L;1.4404;0.4;;-0.03;0.03;N8615;0;0.3;147;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;4317;6999;7200;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
;;;;;;;;;;;;;0;;;;;26842;24305;43783;12943;50163;26700;40000;25000;17500;0;4500;0;;;;#REF!;0;;;;;0;0;36;54;0;0;0;0;0;0;36;0;54;0;36.68;53.32;;;;;;;
316L;1.4404;0.4;N8394;0;0.03;N8394;-0.1;0.5;450;Slit;SKP/TL;Y;0;Exportverpackung Sehnde GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie ;Erika
316L;1.4404;0.4;N16280;-0.025;0.025;N11314;-0.3;0.3;502;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N11314;-0.3;0.3;502;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.02;0.02;N12740;0;0.22;129;Slit;TL;Y;Danfoss Trata d.o.o;Danfoss Kamnik;;;;0;1184;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;X;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.035;0.035;N12741;0;0.6;252;Slit;TL;Y;Danfoss Trata d.o.o;Danfoss Kamnik;;;;7771;4024;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;X;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N12905;-0.3;0.3;254;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N12966;-0.3;0.3;388;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;3452;1734;5763;4446;3009;6500;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13069;-0.3;0.3;143;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13104;-0.3;0.3;386;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;2017;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13201;-0.5;0.5;762;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;11790;7567;0;6216;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13289;-0.3;0.3;393;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13367;-0.3;0;146;Slit;TL;N;0;Dietrich Aldinger GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;(X);;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13367;-0.3;0;146;Slit;TL;N;Dietrich Aldinger GmbH;Dietrich Aldinger GmbH - Horb;;;;0;0;11949;0;0;0;10000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;(X);;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13368;-0.3;0;168;Slit;TL;N;Dietrich Aldinger GmbH;Dietrich Aldinger GmbH - Horb;;;;0;0;0;19475;0;0;20000;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;X;;(X);;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N13369;-0.3;0;225;Slit;TL;N;Dietrich Aldinger GmbH;Dietrich Aldinger GmbH - Horb;;;;4682;0;0;5470;0;5000;5000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;(X);;Dejan;Angela
316L;1.4404;0.4;;-0.025;0.025;N16280;-0.5;0.5;1000;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;36;0;36;0;0;0;-72;76.51;-4.51;X;;;X;EU;Dejan;Angela
316L;1.4404;0.4;;-0.04;0.04;N16740;0;0.12;26;Slit;TL;N;0;ITALINOX S.R.O.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.4;;-0.04;0.04;N16740;0;0.12;26;Slit;TL;N;0;Italinox sro;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.4;;-0.04;0.04;N16741;0;0.12;26;Slit;TL;N;0;ITALINOX S.R.O.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.4;;-0.04;0.04;N16741;0;0.12;26;Slit;TL;N;0;Italinox sro;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
